wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
monolith,11,18,65,14.2,46.825103,30.561455,265000
brick,6,6,65,9,46.822266,30.494485,129000
monolith,9,35,65,12,46.774745,30.548609,143000
panel,3,17,67,13,46.781838,30.53314,16800
monolith,18,23,65,14,46.811482,30.496938,185000
monolith,20,37,65.2,10,46.774745,30.548609,219900
monolith,3,34,65.9,15.5,46.806646,30.542958,25200
monolithBrick,4,19,67,19,46.784303,30.562005,221000
monolith,4,14,67,10,46.793693,30.560504,228000
block,13,16,65,9,46.833203,30.528909,24400
monolith,39,47,65.83,10.3,46.809074,30.581021,30000
brick,7,12,66.7,8.1,46.799396,30.52635,319000
monolith,4,24,68.9,10.1,46.880576,30.542096,319000
monolith,4,22,69,10,46.880631,30.53934,388000
brick,4,5,68,8,46.774872,30.531442,138000
brick,1,6,68.3,9.9,46.78038,30.513215,19500
block,9,14,68.9,10,46.819024,30.516844,175000
monolith,7,20,68.7,20,46.784303,30.562005,179000
monolith,30,32,68.5,10,46.806646,30.542958,183000
block,4,16,68.5,9,46.890643,30.559408,188000
panel,4,16,68,8,46.861226,30.554306,187880
monolith,6,29,68.9,22.2,46.842934,30.481469,28800
stalin,2,4,68.7,8.2,46.776527,30.548305,28600
stalin,9,9,69,10,46.785837,30.508253,26100
monolith,2,19,68,19.1,46.784303,30.562005,212000
monolith,2,19,68.5,20.3,46.784303,30.562005,40500
brick,3,9,69,9,46.806059,30.513296,125000
monolithBrick,30,32,69,10,46.806646,30.542958,208000
monolith,25,34,69,25,46.80653,30.545995,29200
monolith,4,19,68.9,13.6,46.782957,30.561024,288000
monolith,3,4,68.8,12,46.787184,30.521345,31900
brick,4,22,68.9,10.1,46.880263,30.54162,185000
panel,12,16,68,8,46.851485,30.522028,185000
brick,1,7,68.3,8.2,46.782709,30.562604,185000
panel,10,16,68.4,7.6,46.862257,30.494018,28300
panel,10,16,68,8,46.795985,30.583409,359000
panel,2,16,68,8,46.795656,30.504031,692000
monolithBrick,8,13,68.7,20,46.784303,30.562005,279500
monolith,38,38,69,12,46.774745,30.548609,30800
brick,6,7,70,10,46.782709,30.562604,239000
stalin,6,11,70,12,46.783286,30.558589,249000
monolith,8,26,70,9,46.861984,30.400211,495000
panel,2,17,71,11,46.859888,30.498016,179500
brick,3,5,72,8.6,46.809499,30.525432,205000
brick,12,16,70,10,46.795757,30.504421,204000
panel,14,17,70,13,46.773312,30.539958,525000
stalin,4,9,70.2,10,46.808078,30.495016,27500
monolithBrick,22,23,72,21,46.80916,30.541126,15499999
panel,12,19,72,8.1,46.94631,30.343083,19900
panel,16,25,71,12,46.945332,30.34514,20000
panel,9,14,70.4,8,46.892345,30.541395,205000
brick,16,16,71.3,10.8,46.86204,30.51441,205000
monolith,28,29,71,11,46.854825,30.490018,236000
monolith,12,25,72,12.4,46.871041,30.405243,26500
brick,1,5,71.5,8.1,46.807198,30.533402,258700
panel,11,18,72,9,46.844258,30.548824,259900
panel,9,17,71,8.5,46.857104,30.496426,24600
monolithBrick,26,26,72,10,46.840912,30.495231,24600
brick,2,4,70,7,46.777636,30.548133,295000
stalin,1,4,72,9,46.775743,30.546085,3000
stalin,6,11,70,12,46.783286,30.558589,323500
brick,13,37,71.5,9,46.774745,30.548609,3300
stalin,4,6,70,9,46.799684,30.535341,429000
brick,3,6,72,8.6,46.809499,30.525432,524500
monolithBrick,22,23,70.7,11,46.859787,30.49013,209900
monolithBrick,21,32,70,10,46.80653,30.545995,28300
brick,12,16,70,10,46.795757,30.504421,21800
monolith,4,15,70,13,46.795444,30.526896,185000
monolith,5,15,70,12.7,46.795444,30.526896,185000
brick,4,10,70,8.1,46.777322,30.50802,195000
monolith,4,19,70.4,15.3,46.785169,30.564033,195000
monolith,23,39,70,17,46.774254,30.546525,20000
monolithBrick,22,42,70,15,46.774254,30.546525,215000
monolith,18,44,70,15,46.774664,30.54595,239000
monolith,11,37,72,15,46.774745,30.548609,25500
monolith,10,26,72,16,46.791177,30.520411,28600
brick,8,9,70.6,10,46.895298,30.535026,595000
brick,8,16,70.2,7.3,46.880677,30.558643,165000
panel,2,18,70,9,46.842302,30.55089,194000
brick,5,5,72,8,46.832854,30.523043,209000
panel,3,10,71,9.3,46.843682,30.540306,249000
brick,1,5,71,9,46.796835,30.54268,264000
panel,2,16,71,7,46.794684,30.564168,278000
brick,5,5,71.6,9,46.800838,30.54586,297000
block,13,26,71,11,46.838152,30.539814,23400
brick,8,9,70,8.5,46.819894,30.495206,35060
block,6,14,70,10,46.778507,30.502612,40000
brick,9,9,72,9,46.805133,30.516952,399900
stalin,4,9,70,8,46.800094,30.535,209990
block,8,14,72,10,46.819004,30.491002,255000
brick,7,7,70,9,46.802533,30.564428,24200
monolith,9,12,72,18.8,46.80916,30.541126,37100
monolith,11,15,71.7,20,46.795444,30.526896,410400
block,8,17,72,20,46.857705,30.50692,502000
panel,4,17,71,12,46.85871,30.494602,299500
monolith,16,23,74,16,46.791177,30.520411,359500
monolith,23,40,73.6,16,46.827671,30.480559,47800
monolith,2,7,73.7,13.5,46.794406,30.566198,274900
monolith,16,23,74,16,46.791177,30.520411,168000
monolith,21,25,74,30,46.791177,30.520411,169200
monolith,21,25,74,10,46.791177,30.520411,199900
panel,2,17,73,10,46.86402,30.406402,21070
panel,16,20,73,8.5,46.944621,30.349291,25050
panel,15,16,73.5,10,46.89501,30.52802,26040
panel,9,17,74,10,46.870693,30.501806,26080
monolith,6,19,73.3,10.3,46.878889,30.53863,37050
brick,5,5,73,9,46.817785,30.512004,385000
panel,16,17,74,10,46.876102,30.518104,139000
monolith,21,25,74,9.3,46.867258,30.460518,149900
panel,16,17,73.2,10.2,46.773945,30.540542,159100
monolith,6,40,74,10,46.827671,30.480559,173000
panel,15,17,73.6,11,46.776943,30.533069,179000
monolith,11,19,74,17,46.785169,30.564033,219000
brick,5,9,73,10,46.808078,30.495016,29200
monolith,11,15,73.5,13.7,46.795444,30.526896,295000
panel,14,17,74,10,46.870693,30.501806,46000
panel,13,17,74,10.1,46.877198,30.512425,238000
brick,2,14,73.1,8,46.781464,30.561068,212500
block,4,5,73.1,6.8,46.840108,30.533131,22060
panel,7,12,74,9,46.864783,30.405055,225000
monolith,26,32,73.9,10,46.888998,30.558436,287000
monolith,26,32,73.9,32,46.888998,30.558436,30000
brick,5,5,73,7.5,46.801926,30.542455,41500
monolith,2,17,73,20,46.870602,30.461301,22070
monolith,11,15,73.5,13.7,46.795444,30.526896,24000
monolith,16,22,74,14,46.782572,30.531936,265000
panel,7,16,73.5,16,46.830569,30.485412,278000
monolith,10,23,74,10,46.799937,30.505903,345400
brick,3,5,73,9,46.813319,30.561904,229000
monolith,3,15,77,22,46.785169,30.564033,258000
monolithBrick,7,17,76,13.7,46.831908,30.50354,268000
monolith,17,23,75,13,46.782572,30.531936,49600
panel,18,25,77,10,46.807577,30.562425,64750
monolithBrick,2,14,75.4,15.7,46.779757,30.535233,235000
monolithBrick,10,23,75,17,46.799937,30.505903,155000
monolith,13,16,76.6,11.8,46.836484,30.518596,155000
monolith,5,16,77,16.2,46.836484,30.518596,168000
panel,16,17,76,10,46.870935,30.495206,185000
panel,12,17,76.7,10,46.87392,30.486239,185000
monolith,11,24,76,13.7,46.865152,30.402081,199900
brick,3,7,76.8,8.8,46.810471,30.518085,20000
brick,2,4,75,8.5,46.778325,30.554052,227700
monolith,14,14,75,15,46.792766,30.525064,263000
monolith,8,24,77,15,46.786313,30.542428,279000
monolithBrick,9,10,75,43,46.796046,30.562308,31000
monolith,4,10,76,16,46.793186,30.526968,398000
panel,18,18,75,10,46.843682,30.540306,442000
panel,3,17,76,13,46.841387,30.54003,195000
brick,2,9,76,20,46.80481,30.509236,213000
panel,14,15,76,12.9,46.878097,30.515003,169000
brick,5,5,75,9,46.823545,30.513682,195000
monolith,18,19,75.2,13.1,46.799168,30.559263,24200
panel,12,17,75.5,13,46.782203,30.520561,44000
panel,13,16,75,10,46.891759,30.563458,194990
panel,5,17,76,10.2,46.877198,30.512425,56000
panel,14,16,75.1,10.2,46.883292,30.486535,46500
brick,4,5,75,8,46.831974,30.490039,29900
panel,3,17,75.7,12.9,46.874329,30.523501,43900
panel,13,16,75.2,10.3,46.865167,30.528029,48900
panel,12,17,77,10,46.887635,30.5231,80500
panel,5,14,75,10,46.859807,30.56461,80500
panel,6,18,77,11,46.87595,30.523465,158950
monolith,16,24,75,10.4,46.876157,30.505292,105000
panel,3,17,76,12.8,46.841387,30.54003,48500
panel,2,16,75,11,46.840629,30.529852,84500
panel,6,17,75,13,46.870935,30.495206,84499
panel,4,17,76,12.9,46.871895,30.491682,105000
brick,5,5,75,9,46.823545,30.513682,95000
panel,9,14,76,13,46.870304,30.490353,80000
brick,9,14,76,13,46.870304,30.490353,95000
panel,9,14,76,13,46.870304,30.490353,115000
stalin,5,5,75,9,46.823545,30.513682,99000
block,4,8,77,8.1,46.77838,30.51644,108000
panel,6,17,76.4,12.7,46.863465,30.40545,83000
brick,1,9,76.9,10.5,46.800752,30.566108,85000
monolith,9,17,77,9.7,46.86995,30.549004,89000
panel,11,17,76,13,46.860494,30.56033,108000
brick,1,6,76.8,7.5,46.795469,30.5139,18000
panel,11,17,76.8,12.7,46.831908,30.50354,115000
brick,1,5,75.1,10,46.806246,30.5366,115000
panel,9,22,77,11,46.862242,30.490804,115000
panel,6,16,75,13.5,46.824718,30.510592,20800
panel,9,22,76,11,46.862242,30.490804,85000
monolithBrick,3,19,76,8.2,46.779859,30.53952,90000
monolith,11,23,76,13.7,46.865152,30.402081,105000
brick,2,8,75,9.7,46.796774,30.550459,108500
monolithBrick,13,32,75,20,46.806646,30.542958,110000
monolith,3,21,77,22,46.785169,30.564033,145000
panel,6,17,77,13,46.780628,30.520265,96000
monolith,6,17,77,13,46.780628,30.520265,88800
monolith,5,37,76,11,46.774745,30.548609,95000
monolith,14,16,76.1,16.3,46.795444,30.526896,69000
monolith,8,15,76.1,16.2,46.795444,30.526896,94000
monolith,16,26,76,14,46.791177,30.520411,95000
monolith,16,26,76,16,46.791177,30.520411,165000
monolith,4,14,76,16,46.793186,30.526968,89000
monolith,3,6,75.3,15.6,46.779874,30.503995,99990
panel,1,14,75,10,46.889876,30.526941,105000
panel,2,17,76,10,46.877198,30.512425,11005
panel,17,17,76,10,46.871854,30.463035,115000
panel,5,17,75,10,46.876102,30.518104,16600
monolithBrick,6,16,76.53,13.2,46.783453,30.50061,12000
panel,4,17,75,10.2,46.893541,30.558454,107000
brick,1,8,77,15,46.803347,30.5093,11000
monolith,12,17,75,10.5,46.878889,30.53863,111000
panel,2,17,76,10,46.858468,30.563539,166000
panel,2,17,76.3,13.3,46.872642,30.5554,11900
panel,1,12,76,8.5,46.774938,30.529555,92000
brick,6,14,75.1,8,46.781464,30.561068,95000
panel,6,17,75,10.2,46.860413,30.468865,108000
brick,4,5,76,8.7,46.773854,30.536922,115000
panel,9,14,76,13,46.870304,30.490353,135000
panel,5,17,76,12.8,46.866718,30.553918,135000
brick,2,5,77,20,46.804724,30.50554,79500
brick,4,8,76,7,46.796774,30.550459,82000
panel,5,14,76.4,13.1,46.875486,30.480856,83000
monolith,9,17,75,10,46.872627,30.561643,93500
panel,4,17,77,12,46.77831,30.526618,94500
monolith,28,32,75,15,46.889336,30.55842,98000
brick,5,6,76,7.5,46.799335,30.536185,109000
panel,12,17,75.2,10.1,46.773626,30.538233,122000
panel,16,17,76,11,46.781529,30.530023,13990
panel,9,22,77,11,46.862242,30.490804,15000
stalin,5,8,75,7.5,46.782567,30.503053,165000
monolith,11,35,75,23,46.863631,30.408414,164000
monolith,15,35,76,18,46.863631,30.408414,22000
panel,6,17,76,13,46.780628,30.520265,99900
monolith,19,23,75,13,46.782572,30.531936,145000
brick,5,12,75,25,46.796162,30.559155,176000
monolith,3,6,77,20,46.781626,30.580894,97500
monolith,21,25,75,12.4,46.945004,30.345643,109000
panel,5,17,76.3,10.2,46.875869,30.519818,93500
brick,4,5,78,17.5,46.832854,30.523043,81000
brick,1,5,78.7,10.5,46.798019,30.502046,89000
monolith,20,29,78,20,46.854825,30.490018,99000
brick,3,5,78.9,4.5,46.7976,30.5695,92500
stalin,4,8,78.2,9.7,46.809019,30.5,93500
brick,7,7,79,11,46.781696,30.509062,99500
brick,2,8,78,8,46.78198,30.50916,10200
stalin,1,5,78,8.9,46.833071,30.524094,11000
panel,8,14,78.8,8,46.87095,30.569135,126000
panel,15,17,78,10,46.858468,30.563539,133500
brick,1,5,79,9,46.805093,30.5036,218000
stalin,4,6,78,10,46.782932,30.51193,86000
stalin,2,7,79,8,46.782709,30.562604,87000
panel,8,13,79,10.2,46.780168,30.5313,107990
monolith,37,44,78,25,46.774254,30.546525,136000
monolith,5,19,78.4,23.1,46.782957,30.561024,137000
monolith,4,14,78,16,46.793186,30.526968,115000
brick,4,9,79,10,46.796526,30.512155,20110
panel,1,14,78.8,8.5,46.889876,30.526941,20110
brick,2,7,78,9,46.814406,30.50121,20390
panel,8,17,79,13,46.860494,30.56033,206340
panel,2,10,78,10,46.780856,30.513898,127000
brick,3,13,78.2,12.3,46.816379,30.500681,15000
monolith,8,24,78,15,46.78569,30.536886,19900
brick,3,8,78,12,46.802052,30.509155,19900
monolith,12,24,82,12,46.786313,30.542428,106000
monolith,24,37,82,10,46.774745,30.548609,81000
panel,1,22,81.7,10.3,46.873314,30.48031,10000
monolith,2,16,81.9,11.8,46.836484,30.518596,10000
brick,1,10,82,9,46.808902,30.499354,108500
panel,12,14,81.4,10,46.869753,30.531181,115000
brick,2,7,80.1,12,46.816136,30.51361,12000
monolith,23,24,81.8,14.8,46.786313,30.542428,12000
monolith,10,18,81.6,13.7,46.785711,30.521381,125000
monolith,19,26,82,10,46.791177,30.520411,12990
monolith,19,26,82,10,46.791177,30.520411,134000
monolith,3,8,81.4,18,46.785721,30.524094,149000
panel,5,12,81,6.6,46.883858,30.491,157500
block,4,5,80,10,46.802674,30.540551,159000
brick,3,5,80,9,46.842413,30.541162,179000
brick,4,8,81.3,32,46.824607,30.569055,26489
panel,5,17,80.5,10,46.863707,30.565003,105000
monolith,13,23,80,9.2,46.867748,30.40359,11000
stalin,6,7,80,9,46.846547,30.56902,111000
brick,4,8,80,9,46.843919,30.569962,125000
monolith,2,10,82,8,46.879495,30.5398,13000
panel,1,14,81.6,12.7,46.870375,30.55992,103000
brick,4,5,81.1,8,46.804466,30.55001,21000
panel,6,14,81,11,46.870375,30.55992,124000
stalin,8,8,82,10,46.817724,30.523465,106990
panel,17,17,80,13,46.860696,30.566002,124000
stalin,7,8,80,8,46.81211,30.568138,139000
brick,3,6,80,7.5,46.785321,30.502639,165000
panel,10,17,81.4,10.6,46.875637,30.52344,105000
stalin,7,11,80.2,9,46.778061,30.555,114500
brick,6,9,81.3,10.5,46.825103,30.501183,124000
brick,3,8,81.4,10,46.844672,30.569351,125000
block,4,5,80,9.5,46.802674,30.540551,132000
block,4,5,80,9,46.802674,30.540551,139500
brick,4,6,80,9,46.802674,30.540551,109900
panel,7,8,81.2,18,46.813698,30.560285,13000
brick,13,23,80,9,46.867748,30.40359,146000
block,5,14,80,15.5,46.824718,30.510592,15000
stalin,7,8,82,8.6,46.782896,30.565201,18000
monolith,3,15,81.8,12.9,46.790671,30.550136,132500
brick,7,7,80,8,46.807132,30.523555,166000
monolithBrick,17,24,80,28,46.786313,30.542428,192500
monolithBrick,9,24,80,28,46.786313,30.542428,90000
monolithBrick,14,24,80,28,46.786313,30.542428,11000
monolithBrick,11,24,80,28,46.786313,30.542428,139890
monolithBrick,3,22,81.6,13.8,46.78321,30.52812,148000
monolithBrick,15,24,80,28,46.786313,30.542428,169500
monolith,10,18,81.6,13.7,46.785711,30.521381,175000
monolith,19,26,82,10,46.791177,30.520411,189000
monolith,12,24,82,12,46.786313,30.542428,189000
monolith,4,18,81,11,46.803413,30.520121,205000
panel,3,12,80,8.2,46.887796,30.558823,105000
brick,5,5,80,9,46.81085,30.550601,146500
brick,5,8,81.4,9,46.842105,30.569045,153000
monolith,16,17,81,10,46.875061,30.53606,166000
panel,8,17,81.4,10.2,46.87341,30.495464,19800
panel,13,17,80,11,46.860413,30.468865,188900
panel,5,17,80,9,46.849731,30.518085,188900
panel,10,17,80,9,46.849731,30.518085,189000
brick,4,5,81.5,10,46.797984,30.501525,192500
brick,4,5,80,8.5,46.772451,30.526305,19600
brick,2,18,82,9.5,46.859504,30.56132,145000
panel,7,17,80,13,46.874769,30.486032,122000
brick,5,5,81.5,11,46.799345,30.545009,134900
brick,4,8,81.4,10,46.803221,30.496839,134000
monolith,22,25,80,10.2,46.865823,30.404408,145500
monolith,2,24,81,20,46.870531,30.486005,21300
stalin,3,8,81,12,46.803347,30.5093,239000
stalin,7,9,81.7,9,46.784951,30.506044,99000
brick,5,6,82,13,46.780648,30.514949,155000
monolith,5,24,81,14,46.786313,30.542428,13600
brick,4,12,80.1,11.5,46.80145,30.532,245000
monolith,28,30,80.5,15,46.811103,30.561113,285000
monolith,9,28,83.6,17,46.81735,30.502639,307500
monolith,14,20,83.8,11,46.785169,30.564033,346500
panel,17,22,83,10,46.873314,30.48031,98000
monolith,8,23,83,15,46.808852,30.521401,133000
stalin,2,9,84,8.3,46.817092,30.50036,176900
panel,23,25,84,13.9,46.831231,30.501404,185000
brick,3,7,83,19,46.801035,30.533382,213000
monolith,6,6,83,25,46.781626,30.580894,105000
brick,9,10,83.3,10,46.819894,30.495206,114000
brick,7,8,83,8,46.784845,30.511014,16200
stalin,4,10,83,8,46.778061,30.555,123000
monolith,8,28,84,17,46.81779,30.504561,124990
monolithBrick,4,24,85,17,46.779874,30.503995,128900
monolith,14,15,86.5,15,46.887968,30.530101,132000
monolithBrick,5,19,85.8,19.1,46.784977,30.56194,134900
monolith,17,36,85.7,20,46.837181,30.490315,137000
stalin,7,7,85.7,11,46.800094,30.535,149900
brick,5,9,87,12,46.808078,30.495016,157000
monolith,14,15,85.1,13.3,46.795444,30.526896,168000
monolith,4,9,87,30,46.779575,30.503492,173400
monolith,10,37,87,15,46.774745,30.548609,185000
brick,2,8,85,9.3,46.812818,30.502225,187000
monolith,15,36,85.7,19.7,46.837181,30.490315,216500
brick,3,9,86,8,46.825103,30.501183,219000
brick,6,8,86,9,46.782567,30.503053,227000
monolith,21,44,85,8.5,46.774254,30.546525,116000
monolith,11,17,86,11,46.78894,30.519101,132000
monolithBrick,17,18,87,18,46.803413,30.520121,137000
monolith,19,37,87,11,46.774745,30.548609,138500
monolith,5,12,85,15,46.787184,30.521345,139000
brick,5,9,87,12,46.808078,30.495016,139500
brick,6,8,86,9.5,46.843919,30.569962,145000
brick,1,2,86,11,46.815721,30.489158,152000
panel,16,17,85,10,46.875061,30.53606,156100
brick,10,14,85.3,9,46.848564,30.48835,147000
stalin,6,8,86,9,46.843919,30.569962,189900
brick,3,5,86,8,46.78814,30.50049,16300
monolith,16,36,85.8,20,46.837181,30.490315,18500
monolith,24,36,85,19.7,46.837181,30.490315,185000
panel,9,23,86,12,46.862004,30.400662,205000
panel,9,23,86.4,12,46.862004,30.400662,16400
monolith,22,36,85.9,19.7,46.837181,30.490315,205000
panel,9,23,86.4,11,46.862004,30.400662,145000
monolith,22,36,85.7,19.7,46.837181,30.490315,155000
monolith,31,36,85.9,19.7,46.837181,30.490315,165000
monolith,28,36,85.7,19.7,46.837181,30.490315,177990
monolith,24,36,85.9,19.7,46.837181,30.490315,189900
monolith,32,36,85.7,19.7,46.837181,30.490315,19182806
monolith,32,36,85.7,19.7,46.837181,30.490315,22000
monolith,34,36,85.7,19.7,46.837181,30.490315,219990
stalin,5,10,86,8.5,46.804273,30.51052,239000
monolith,13,23,86,13,46.808852,30.521401,268000
monolith,5,19,85.8,19.2,46.785169,30.564033,113500
monolith,11,22,85.7,19.1,46.784977,30.56194,139900
panel,9,17,86,13,46.773312,30.539958,139500
stalin,8,9,86,9,46.800807,30.50303,155000
monolith,14,15,85,7.1,46.795444,30.526896,19700
monolith,2,17,86,17,46.793571,30.580202,23000
stalin,7,8,85.4,7,46.784243,30.512901,201000
monolith,14,15,85.1,13.3,46.795444,30.526896,30100
monolithBrick,4,24,85,17,46.779874,30.503995,153000
monolithBrick,11,38,87,10,46.77472,30.551852,152500
monolithBrick,10,38,87,9,46.77472,30.551852,163000
brick,4,5,86,8.5,46.837217,30.480004,24300
stalin,3,10,85,9,46.808872,30.490046,259500
brick,1,5,85.2,7.5,46.79721,30.562209,31300
block,2,12,86,9,46.864783,30.405055,183000
monolithBrick,3,14,85.3,10.1,46.86891,30.5284,263000
monolith,4,22,85,20,46.870753,30.4623,143000
block,13,23,86.5,12,46.808852,30.521401,145000
monolith,13,23,86.5,12,46.808852,30.521401,145000
monolith,2,15,85,15,46.797058,30.526825,149900
brick,7,7,85.6,9.8,46.797407,30.51584,153000
brick,7,8,86,9,46.784243,30.512901,173000
monolithBrick,10,38,87,14,46.774745,30.548609,176000
monolith,16,36,85.8,20,46.837181,30.490315,179000
monolithBrick,6,24,89,17,46.779874,30.503995,185000
monolithBrick,2,24,88.4,12.4,46.880945,30.54118,189000
monolith,2,17,89,17,46.793571,30.580202,191000
stalin,2,8,88,10,46.780633,30.558205,199000
brick,2,8,88,10,46.780633,30.558205,19900
brick,5,9,88.7,9,46.817092,30.50036,19100
monolith,9,34,88,10,46.80653,30.545995,118000
brick,9,16,88,9,46.849534,30.405306,131000
stalin,2,6,88,13,46.794725,30.546094,135000
monolith,11,34,88.1,10,46.80653,30.545995,18500
monolithBrick,11,32,88,20,46.80653,30.545995,165000
brick,8,9,89,13.7,46.83294,30.48881,16700
monolith,30,35,88,18,46.774745,30.548609,175000
monolith,13,18,88.1,10,46.8061,30.515569,177000
monolith,7,26,88.5,12.6,46.791177,30.520411,176000
brick,5,6,89,20,46.779874,30.503995,179500
brick,1,8,88.3,11.2,46.783464,30.501812,149900
brick,10,10,88,10,46.808872,30.490046,255000
monolith,2,15,93.9,13.1,46.795444,30.526896,107000
monolith,3,17,90,17.3,46.793571,30.580202,134500
monolith,32,44,94,13.3,46.774664,30.54595,169880
monolith,7,22,91.6,20,46.867847,30.481926,172000
brick,2,7,92,9,46.825158,30.525899,188900
monolith,26,31,92.9,18.6,46.846785,30.401004,201280
brick,5,7,90,7,46.782709,30.562604,225000
monolith,13,20,92.6,17,46.784977,30.56194,225000
monolith,24,32,94,18,46.783818,30.53386,31800
panel,3,14,90,7.5,46.894662,30.542419,157000
brick,5,8,90,9.8,46.801728,30.582933,198000
monolithBrick,7,22,91,20,46.868248,30.483059,208500
brick,1,5,94,10,46.798682,30.566925,26100
brick,1,13,93.5,14.5,46.874491,30.560143,213000
monolithBrick,14,15,90,13,46.887968,30.530101,24300
monolithBrick,22,42,93.8,17,46.827671,30.480559,29600
stalin,7,10,90,15,46.808776,30.493228,356000
monolith,9,19,90.6,20.3,46.784977,30.56194,198000
monolith,10,13,90.6,20.3,46.785169,30.564033,369000
monolith,10,19,90.6,20.3,46.782957,30.561024,249400
